USAF,WBAN,STATION NAME,CTRY,ST CALL,LAT,LON,ELEV(M),BEGIN,END
14110,99999,KVITSOY - NORDBO,NO,,59.067000,5.417000,22,20050612,20180619
14120,99999,OBRESTAD,NO,,58.650000,5.567000,26,19730101,20180619
14130,99999,SAERHEIM,NO,,58.750000,5.650000,87,20110928,20180619
14140,99999,ROVER,NO,,59.433000,5.067000,25,19890520,20180619
14150,99999,SOLA,NO,ENZV,58.877000,5.638000,8.8,19400410,20180619
14160,99999,STAVANGER VAALAND,NO,,58.950000,5.733000,72,20080724,20180619
14170,99999,NEDRE VATS,NO,,59.483000,5.750000,65,19730103,20180619
14180,99999,AUSTEVOLL,NO,,60.017000,5.200000,32,19730101,20180619
14190,99999,LIARVATN,NO,,59.050000,6.117000,300,20100702,20180619
14211,99999,INDRE MATRE,NO,,59.850000,6.000000,24,20020314,20020314
14220,99999,FISTER SIGMUNDSTAD,NO,,59.167000,6.033000,25,20070605,20180619
14230,99999,FISTER-TONNEVIK,NO,,59.167000,6.050000,50,19730101,20070529
14240,99999,SAUDA,NO,,59.650000,6.367000,6,19730101,20180619
14250,99999,EIK HOVE,NO,,58.517000,6.517000,66,19730101,20180619
14260,99999,EIGEROYA,NO,,58.433000,5.867000,49,20040425,20180619
14270,99999,LISTA FYR,NO,,58.117000,6.567000,14,19280101,20180619
14280,99999,LISTA,NO,ENLI,58.099000,6.626000,8.8,19730101,20070813
14281,99999,ULA OIL PLATFORM,NO,ENLA,59.111000,2.846000,94,20130806,20180619
14300,99999,MANDAL II,NO,,58.017000,7.450000,138,19730101,20180619
14310,99999,SIRDAL-SINNES,NO,,58.933000,6.917000,557,20070806,20180619
14320,99999,SIRDAL-TJORHOM,NO,,58.883000,6.850000,500,19741114,20100331
14321,99999,FIDJELAND,NO,,58.967000,6.933000,568,20070307,20070307
14330,99999,MIDTLAEGER,NO,,59.833000,6.983000,1081,19730101,20150528
14340,99999,VAAGSLI,NO,,59.767000,7.367000,822,20040406,20180619
14350,99999,HAUKELISETER TESTFELT,NO,,59.817000,7.217000,989.5,19850111,20180612
14360,99999,LINDESNES FYR,NO,,57.983000,7.050000,13,19730101,20180619
14390,99999,KONSMO-HOYLAND,NO,,58.250000,7.442000,260,19730101,20180619
14400,99999,BLASJO,NO,,59.333000,6.867000,1104.6,19730101,20180619
14410,99999,HOVDEN-LUNDANE,NO,,59.583000,7.383000,836,19830101,20180619
14420,99999,BYGLANDSFJORD,NO,,58.667000,7.800000,211,19730101,20180619
14440,99999,VALLE,NO,,59.200000,7.517000,302,20110926,20180619
14450,99999,SKAFSA,NO,,59.450000,8.000000,77,19730101,19891113
14460,99999,OYFJELL-TROVATN,NO,,59.567000,8.200000,714,19830101,20040731
14470,99999,HOYDALSMO II,NO,,59.500000,8.200000,562,20061121,20180619
14480,99999,OKSOY FYR,NO,,58.067000,8.050000,8,19490101,20180619
14490,99999,GJERSTAD,NO,,58.867000,9.033000,32,20120105,20180619
14500,99999,MOSSTRAND II,NO,,59.833000,8.183000,977,19730101,20180619
14520,99999,KJEVIK,NO,ENCN,58.204000,8.085000,17.4,19400501,20180619
14530,99999,HYNNEKLEIV,NO,,58.600000,8.417000,162,20120105,20180619
14550,99999,TVEITSUND,NO,,59.033000,8.517000,252,19730101,20180619
14590,99999,NELAUG,NO,,58.650000,8.633000,142,19730101,20180619
14600,99999,GULLHOLMEN,NO,,59.433000,10.583000,14,20121102,20180619
14610,99999,,,,,,,19730101,19740930
14611,99999,GAUSTATOPPEN,NO,,59.850000,8.650000,1803.7,20140605,20180619
14620,99999,PORSGRUNN,NO,,59.083000,9.667000,90,20130729,20180619
14630,99999,AS,NO,,59.650000,10.767000,89,20110929,20180619
14640,99999,LANDVIK,NO,,58.333000,8.517000,6,20110928,20180619
14650,99999,TORUNGEN FYR,NO,,58.400000,8.783000,15,19730101,20180619
14660,99999,KJELLER AP,NO,,59.967000,11.033000,109,20110928,20180619
14670,99999,LYNGOR FYR,NO,,58.633000,9.150000,5,19730101,20180619
14680,99999,KONGSVINGER,NO,,60.183000,12.000000,148,20061003,20180619
14690,99999,HONEFOSS-HOYBY,NO,,60.167000,10.250000,140,20050719,20180619
14700,99999,GVARV,NO,,59.383000,9.200000,93,19730101,20160315
14703,99999,NOTODDEN,NO,ENNO,59.566000,9.212000,19.2,19901019,20180619
14710,99999,VEGGLI II,NO,,60.050000,9.150000,275,20061003,20180619
14730,99999,KONGSBERG BRANNSTASJON,NO,,59.617000,9.633000,173,20040510,20180619
14740,99999,LYNGDAL I NUMEDAL,NO,,59.900000,9.533000,294,19730101,20060831
14750,99999,SKIEN-GEITERYGGEN,NO,ENSN,59.183000,9.567000,141,19850717,20050411
14760,99999,JOMFRULAND FYR,NO,,58.850000,9.550000,5,19730101,20180619
14770,99999,KONNERUD,NO,,59.717000,10.150000,193,19730101,20180619
14780,99999,SVENNER LH,NO,,58.967000,10.150000,15,19730101,20180619
14800,99999,DRAMMEN BERSKOG,NO,,59.750000,10.133000,8,20050218,20180619
14810,99999,MELSOM,NO,,59.233000,10.350000,26,19740519,20180619
14820,99999,FERDER LH,NO,,59.033000,10.517000,7.7,19310101,20180619
14825,99999,TORP,NO,ENTO,59.187000,10.259000,87.2,20050329,20180619
14830,99999,TORP,NO,,59.183000,10.267000,88,19730101,20100310
14840,99999,AURSKOG,NO,,59.917000,11.583000,128,19730101,20180619
14843,99999,OSEBERG,NO,ENOA,59.317000,10.450000,15,19901019,20180619
14850,99999,DANDE-GALLEBERG,NO,,59.617000,10.217000,60,20110928,20180619
14860,99999,ASKER,NO,,59.850000,10.433000,163,20040510,20180619
14870,99999,ALNA,NO,,59.933000,10.833000,90,20040924,20150601
14880,99999,HAKADAL,NO,,60.117000,10.833000,170,19570101,20180619
14881,99999,STATFJORD B OIL PLATFORM,NO,ENFB,61.206000,1.829000,142,19400407,20180619
14890,99999,BJORNHOLT,NO,,60.050000,10.683000,360,20110928,20180606
14900,99999,TRYVANNSHOGDA,NO,,59.983000,10.683000,528,19730101,20180619
14920,99999,OSLO-BLINDERN,NO,,59.950000,10.717000,97,19730803,20180619
14930,99999,SARPSBORG,NO,,59.283000,11.117000,57,20040510,20180619
14940,99999,RYGGE,NO,ENRY,59.379000,10.786000,53,19730101,20180619
14950,99999,STROMTANGEN FYR,NO,,59.150000,10.833000,10,20040406,20180619
14960,99999,HOLAND-FOSSER,NO,,59.817000,11.483000,154,19730101,20071020
14965,99999,,,,,,,19750426,19750514
14970,99999,PRESTEBAKKE,NO,,59.000000,11.533000,157,19730101,20100409
14980,99999,MAGNOR,NO,,59.967000,12.217000,153,19830101,20050831
14981,99999,,,,,,,19730101,19780221
14983,99999,STATFJORD OIL RIG &,NO,,,,,19821204,19841127
14990,99999,VAEROY,NO,,,,,19860916,19900322
14993,99999,VAEROY,NO,ENVY,,,,19880105,19900716
15000,99999,RAKKESTAD,NO,,59.383000,11.383000,100,20090708,20091216
20001,99999,LJUNGBYHED,SW,ESTL,56.083000,13.213000,42.7,20040510,20180619
20120,99999,RITSEM,SW,,67.733000,17.467000,521,19810801,20050924
20130,99999,RITSEM,SW,,67.733000,17.467000,542.7,20010601,20180619
20180,99999,SUORVA,SW,,67.533000,18.233000,415,19350101,19381231
20190,99999,KATTERJAKK A,SW,,68.417000,18.167000,516,20081027,20180619
20200,99999,KATTERJAKK,SW,,68.417000,18.167000,517,19350101,20180619
20220,99999,ABISKO,SW,,68.350000,18.817000,394,20011107,20051228
20230,99999,TORNEHAMN (AUT),SW,,68.433000,18.633000,512,19860427,20050526
20240,99999,STORA SJOFALLET,SW,,67.500000,18.300000,425,20010601,20180619
20260,99999,ALUOKTA,SW,,67.317000,18.883000,385,20021023,20050930
20290,99999,TARFALA,SW,,67.917000,18.600000,1146,20010601,20180619
20310,99999,RENSJON,SW,,68.067000,19.833000,493,20010601,20180619
20320,99999,TORNETRASK LAKE,SW,,68.217000,19.717000,393,19770701,20030909
20360,99999,NIKKALUOKTA,SW,,67.850000,19.033000,468,19770701,20180619
20380,99999,LATNIVAARA,SW,,67.250000,20.267000,453,20010601,20180619
20430,99999,ESRANGE,SW,,67.933000,21.067000,341,19940301,19990630
20440,99999,KIRUNA,SW,ESNQ,67.822000,20.337000,459.6,19770701,20180619
20450,99999,KIRUNA-SOL,SW,,67.833000,20.417000,424,19950401,20030922
20480,99999,MALMBERGET,SW,,67.167000,20.667000,375,19350101,19910505
20490,99999,GALLIVARE,SW,ESNG,67.132000,20.815000,313,19790803,20180619
20500,99999,RIKSGRANSEN,SW,,68.417000,18.117000,508,19730101,19770630
20510,99999,KARESUANDO,SZ,,68.450000,22.500000,327.1,19570101,19591231
20520,99999,KVIKKJOKK         &,SW,,66.950000,17.750000,337,19570101,19770630
20530,99999,MALMBERGET,SW,,67.133000,20.667000,365,19570101,19770630
20540,99999,NEDRE SOPPERO,SW,,68.050000,21.750000,360,19570101,20160421
20550,99999,NAIMAKKA,SW,,68.683000,21.533000,402,19730101,20180619
20560,99999,STENSELE,SZ,,65.067000,17.167000,330.1,19570101,19591231
20570,99999,KALLAX/LULEA (AFB),SW,ESPA,65.550000,22.133000,17,19570101,19770630
20580,99999,HAPARANDA         &,SW,,65.833000,24.150000,7,19730101,19770630
20590,99999,GADDEDE,SW,,64.500000,14.133000,318,19570101,19770630
20600,99999,NAIMAKKA,SW,,68.683000,21.533000,403,19570101,20041021
20620,99999,OSTERSUND FROSON AB,SW,,63.183000,14.500000,376,19570101,20050815
20630,99999,ASELE,SW,,64.167000,17.367000,329,19570101,19770630
20640,99999,SAITTAROVA,SW,,67.333000,22.233000,240,19730101,20180619
20650,99999,SVEG              &,SW,,62.033000,14.367000,360,19570101,19770630
20660,99999,SUNDSVALL/HARNOSAND,SW,ESNN,62.533000,17.450000,4,19570101,19770630
20670,99999,SARNA,SW,,61.683000,13.133000,505,19570101,19770630
20680,99999,DELSBO,SW,,61.800000,16.567000,93,19730101,19770630
20690,99999,SODERHAMN (SWE-AFB),SW,ESCL,61.267000,17.100000,26,19570101,19770630
20700,99999,GUSTAVSFORS       &,SW,,60.150000,13.800000,198,19730101,19770630
20710,99999,NORRKOPING-SOL,SW,,58.583000,16.150000,58,19570101,19591231
20711,99999,BORLANGE,SW,,60.417000,15.517000,153,19730101,19730121
20720,99999,PARKALOMPOLO,SW,,67.733000,22.833000,313,20010601,20180619
20730,99999,KARLSTAD          &,SW,ESSQ,59.367000,13.467000,46,19570101,19770630
20740,99999,OREBRO/EKEBY,SW,,59.267000,15.333000,33,19730101,19770630
20750,99999,VASTERAS/HASSLO AFB,SW,ESCD,59.583000,16.633000,6,19730101,19770630
20760,99999,UPPSALA           &,SW,ESCM,59.883000,17.600000,21,19730101,19770630
20770,99999,STOCKHOLM/BROMMA  &,SW,ESSB,59.350000,17.950000,15,19570101,19770630
20790,99999,SATENAS (SWE-AFB),SW,ESIB,58.433000,12.700000,54,19730101,19770630
20800,99999,KARESUANDO,SW,,68.450000,22.450000,331,19350101,20120831
20810,99999,KARESUANDO,SW,,68.450000,22.450000,330,19570101,20180619
20820,99999,LANDSORT          &,SW,,58.750000,17.867000,32,19730101,19770630
20830,99999,GOTSKA SANDON     &,SW,,58.400000,19.200000,12,19730101,19770630
20840,99999,LANNAVAARA        &,SW,,68.050000,22.000000,360,19570101,20040507
20850,99999,RANGEDALA (AUTO),SW,,57.717000,13.117000,259,19730101,19770630
20860,99999,LAINIO,SW,,67.767000,22.350000,317,19570101,20050317
20870,99999,JONKOPING         &,SW,ESSJ,57.767000,14.083000,226,19570101,19770630
20880,99999,KOMPELUSVAARA,SW,,67.083000,22.217000,263,19730101,20020521
20890,99999,OLANDS NORRA UDDE &,SW,,57.367000,17.100000,4,19730101,19770630
20900,99999,VISBY             &,SW,ESSV,57.667000,18.350000,51,19570101,19770630
20910,99999,VISBY-SOL,SW,,57.667000,18.350000,49,19730101,19770630
20920,99999,MUODOSLOMPOLO,SW,,67.950000,23.467000,240,19730101,20040917
20930,99999,VAXJO             &,SW,,56.867000,14.800000,166,19730101,19770630
20940,99999,UNGSKAR,SW,,56.033000,15.800000,1,19570101,19770630
20950,99999,PAJALA,SW,,67.200000,23.383000,171,19570101,20180619
20960,99999,PAJALA,SW,,67.217000,23.400000,168,19550101,20080218
20970,99999,MALMO /BULLTOFTON,SZ,,55.600000,13.067000,14.9,19570101,19740702
20980,99999,MALMO/STURUP,SW,ESMS,55.550000,13.367000,72,19730101,19770630
20990,99999,YSTAD             &,SW,,55.433000,13.833000,34,19730101,19770630
21000,99999,NAIMAKKA,SW,,68.683000,21.533000,403,19730101,19770630
21010,99999,HEMAVAN,SW,ESUT,65.806000,15.083000,458.1,19730102,20180619
21020,99999,STEKENJOKK,SW,,65.100000,14.517000,1036,19581101,20180619
21030,99999,HEMAVAN-GIEREVARTO,SW,,65.783000,15.067000,793,19871118,20180619
21040,99999,HEMAVAN,SW,,65.817000,15.083000,485,19770701,20080218
21050,99999,ABELVATTNET,SW,,65.533000,14.983000,670,19730101,20040221
21060,99999,JOKKMOKK (SWE-AFB),SW,,66.600000,19.833000,256,19730101,19770630
21080,99999,KLIMPFJALL,SW,,65.067000,14.800000,593,19770701,20050921
21090,99999,ABRAUR,SW,,65.900000,19.100000,342,19730102,19770630
21100,99999,GIELAS,SW,,65.333000,15.067000,577,19870518,20180619
21110,99999,VIDSEL (SWE-AFB),SW,ESPE,65.867000,20.133000,180,19730102,19770630
21120,99999,SYLARNA,SW,,63.050000,12.267000,1035,19770701,20040821
21140,99999,NORRAKER,SW,,64.450000,15.600000,346,19750807,19770630
21150,99999,STORLIEN-VISJOVALE&,SW,,63.300000,12.133000,640,19570101,19770630
21160,99999,MORSIL,SW,,63.317000,13.650000,400,19730101,20050221
21170,99999,NORDMALING,SW,,63.567000,19.500000,6,19570101,19770630
21180,99999,DIKANAS/SKANSNAS,SW,,65.317000,16.033000,525,19730101,20050121
21190,99999,KVIKKJOKK ARRENJARKA,SW,,66.883000,18.017000,320,19730101,20180619
21200,99999,KVIKKJOKK-ARRENJARKA,SW,,66.883000,18.017000,315,19350101,20130331
21205,99999,STORUMAN,SW,,64.950000,17.700000,279,20050419,20180619
21210,99999,MIERKENIS,SW,,66.683000,16.117000,615,20010601,20180619
21220,99999,STENUDDEN,SW,,66.533000,17.667000,453,19790802,20040321
21230,99999,JAKKVIK,SW,,66.317000,17.100000,552,19730101,20160421
21240,99999,ARJEPLOG,SW,,66.050000,17.833000,432,19770405,20180619
21250,99999,OSTMARK,SW,,60.317000,12.700000,178,19730101,19770630
21260,99999,GUNNARN,SW,,65.017000,17.700000,251,19730101,20150818
21270,99999,STENSELE,SW,,65.067000,17.167000,327,19310103,20050823
21280,99999,GUNNARN,SW,ESPD,65.000000,17.700000,283,19730101,20130402
21290,99999,GUNNARN SOL (AUT),SW,,64.967000,17.700000,278,19730101,19861125
21300,99999,ROPARUDDEN,SW,,66.483000,16.417000,481,19730101,20160421
21310,99999,ARVIKA,SW,,59.667000,12.583000,75,19730101,19770630
21330,99999,SNAVLUNDA,SW,,58.967000,14.900000,144,19730101,19770630
21350,99999,BURESJON,SW,,65.567000,17.867000,393,19730101,20180619
21360,99999,STORBERG,SW,,65.500000,18.950000,454,20030519,20040829
21380,99999,GRUNDKALLEN,SW,,60.500000,18.867000,23,19730101,19770630
21410,99999,TJAKAAPE,SW,,66.317000,19.217000,582,19730101,20180619
21420,99999,JOKKMOKK,SW,ESNJ,66.496000,20.147000,275.5,19770701,20000510
21430,99999,PALJAMYREN,SW,,66.217000,19.133000,570,19730101,20030731
21440,99999,ABRAUR,SW,,65.983000,18.933000,374,19770701,20040626
21450,99999,TELLEJAUR,SW,,66.150000,19.633000,436,20030725,20040322
21460,99999,VAJMAT,SW,,66.500000,19.683000,324,20010701,20160421
21470,99999,MALA-BRANNAN,SW,,65.150000,18.600000,363,19730101,20180619
21480,99999,NORRKOPING/BRAVALLA,SW,ESCK,58.617000,16.117000,27,19730101,19770630
21490,99999,ARVIDSJAUR,SW,,65.600000,19.267000,384,20010701,20180619
21500,99999,NYKOPING/SKAVST AFB,SW,ESCJ,58.783000,16.917000,42,19730101,19770630
21510,99999,JOKKMOKK FPL,SW,,66.483000,20.167000,275,19730101,20180619
21520,99999,SUDOK,SW,,66.300000,20.417000,174,19730101,20050919
21540,99999,VIDSEL,SW,ESPE,65.875000,20.150000,182,19770701,20180619
21550,99999,HAGSHULT (SWE-AFB),SW,ESMV,57.300000,14.133000,169,19570101,19770630
21560,99999,STENSJON (AUT),SW,,63.967000,13.717000,680,19770701,20031028
21580,99999,FALLFORS,SW,,65.133000,20.783000,190,19790726,20020807
21590,99999,FALLFORS,SW,ESUF,65.120000,20.770000,195,19960801,20050629
21600,99999,NATTAVAARA,SW,,66.750000,21.050000,327,20010829,20050307
21610,99999,NATTAVAARA,SW,,66.750000,20.933000,327,19730101,20180619
21620,99999,MARKARYD,SW,,56.467000,13.650000,118,19730101,19770630
21630,99999,LJUNGBYHED(SWE-AFB),SW,ESDA,56.083000,13.233000,43,19730101,19770630
21640,99999,PALKEM,SW,,66.383000,21.633000,263,19730501,20030719
21660,99999,RONNEBY (SWE-AFB),SW,ESDF,56.267000,15.283000,58,19730101,19770630
21670,99999,FALSTERBO (LGT-H),SW,,55.383000,12.817000,5,19730101,19770630
21690,99999,HEDEN,SW,ESPJ,65.867000,21.450000,36,20020530,20020801
21700,99999,SAVAST,SW,,65.750000,21.767000,12,20101117,20160421
21710,99999,BODEN,SW,,65.817000,21.633000,18,19790802,20180619
21720,99999,ALVSBYN,SW,,65.683000,20.967000,50,19790710,19791123
21730,99999,ALVSBYN,SW,,65.667000,21.067000,43,20010701,20180619
21740,99999,LAKATRASK,SW,,66.283000,21.133000,186,20010701,20180619
21760,99999,PITE-RONNSKAR,SW,,65.033000,21.567000,4,19970901,20180619
21810,99999,OVERKALIX SVARTBYN,SW,,66.267000,22.850000,62,19960801,20180619
21820,99999,OVERKALIX,SW,,66.267000,22.833000,47,19790803,20020602
21830,99999,LULEA-SOL,SW,,65.550000,22.117000,32,20040802,20041020
21840,99999,PAHAROVA,SW,,66.817000,22.333000,229,20010701,20180619
21850,99999,LULEA-KALLAX,SW,,65.550000,22.133000,34,20010402,20011008
21860,99999,KALLAX,SW,ESPA,65.544000,22.122000,19.8,19550101,20180619
21880,99999,RODKALLEN,SW,,65.317000,22.383000,2,19730101,20180619
21900,99999,KORPILOMBOLO,SW,,66.850000,23.033000,180,20010716,20040402
21910,99999,STORON,SW,,65.700000,23.100000,4,20010701,20180619
21960,99999,HAPARANDA,SW,,65.833000,24.150000,6,19310101,20121231
21970,99999,HAPARANDA,SW,,65.817000,24.117000,16,20081027,20180619
21990,99999,YLINENJARVI,SW,,66.617000,23.467000,132,20010701,20180619
22000,99999,EDEVIK,SW,,63.983000,12.867000,425,19770701,20041225
22020,99999,TORNETRASK LAKE,SW,,68.217000,19.717000,393,19730101,19770630
22040,99999,NIKKALUOKTA,SW,,67.850000,19.033000,470,19730101,19770630
22060,99999,STORLIEN-STORVALLEN,SW,,63.283000,12.133000,583,19350101,20130228
22070,99999,STORLIEN-VISJOVALEN A,SW,,63.283000,12.117000,583,19730101,20180619
22090,99999,SYLARNA,SW,,63.050000,12.283000,1030,19730101,20180619
22100,99999,BLAHAMMAREN,SW,,63.183000,12.167000,1090,20100920,20180619
22120,99999,,,,,,,19740519,19740519
22150,99999,ARESKUTAN,SW,,63.433000,13.083000,1280,19970901,20040822
22160,99999,MATTMAR,SW,,63.300000,13.883000,365,19730101,20160421
22170,99999,ARE,SW,,63.367000,13.167000,435,20010701,20160421
22180,99999,MORSIL,SW,,63.317000,13.650000,400,19730105,20050924
22190,99999,GADDEDE A,SW,,64.500000,14.217000,550,20080301,20180619
22210,99999,KORSVATTNET,SW,,63.833000,13.500000,717,19971201,20180619
22220,99999,GADDEDE,SW,,64.500000,14.167000,330,19550101,20080218
22230,99999,STEMSJON (AUT),SW,,63.967000,13.717000,680,19730101,19770630
22240,99999,FOLLINGE-VAGSKALET,SW,,63.767000,14.433000,475,20020609,20020609
22260,99999,OSTERSUND,SW,ESNZ,63.200000,14.500000,376,19770701,20180619
22271,99999,KALIX,SW,,65.850000,23.133000,7,20070307,20070307
22280,99999,EDEVIK,SW,,64.050000,12.950000,453,19730101,19770630
22290,99999,OSTERSUND-SOL,SW,,63.200000,14.483000,374,19970901,20050729
22300,99999,GUBBHOGEN,SW,,64.217000,15.550000,310,19730101,20180619
22310,99999,FOLLINGE,SW,,63.683000,14.600000,362,20010701,20180619
22320,99999,NORRAKER,SW,,64.433000,15.633000,346,19770701,20040903
22330,99999,SAXNAS,SW,,64.967000,15.383000,545,20010701,20160421
22340,99999,STROMSUND,SW,,63.867000,15.583000,373,19790105,19951130
22360,99999,HALLHAXASEN,SW,,63.767000,15.333000,376,19770701,20180619
22420,99999,HOTING,SW,,64.083000,16.233000,241,19730101,20180619
22430,99999,JUNSELE,SW,,63.683000,16.950000,214,19730101,20180619
22440,99999,JUNSELE,SW,,63.683000,16.950000,217,19960201,20080218
22450,99999,VILHELMINA,SW,,64.583000,16.850000,349,19960801,20180619
22455,99999,LYCKSELE,SW,ESNL,64.548000,18.716000,214.9,19980408,20180619
22470,99999,KRANGEDE,SW,,63.150000,16.167000,184,19730101,20180619
22480,99999,KRANGEDE,SW,,63.167000,16.167000,223,19770704,20050218
22510,99999,STORSJO KAPELL,SW,,62.800000,13.067000,575,19730101,19770630
22520,99999,IDVATTNET,SW,,64.450000,17.083000,353,19830201,20070307
22540,99999,ASELE,SW,,64.167000,17.317000,308,19550101,20180619
22550,99999,FRANSTA,SW,,62.500000,16.183000,75,19730101,19770630
22560,99999,RISTRASK,SW,,64.733000,17.400000,575,20010701,20160421
22570,99999,FLOTNINGEN,SW,,61.850000,12.267000,670,19730101,19770630
22580,99999,VINDEL-BJORKHEDEN,SW,,65.817000,16.717000,352,20011104,20041216
22590,99999,KRAMFORS SOLLEFTEA,SW,ESNK,63.049000,17.769000,10.4,19770701,20180607
22600,99999,VASTMARKUM,SW,,63.133000,18.250000,143,19730101,20180619
22610,99999,LYCKSELE,SW,,64.550000,18.717000,211,19730101,20180515
22620,99999,VUOGGATJALME,SW,,66.567000,16.350000,500,19730101,20040306
22630,99999,FREDRIKA,SW,,64.083000,18.367000,327,20010701,20180619
22640,99999,FREDRIKA,SW,,64.083000,18.417000,300,19730101,20021028
22650,99999,HEMLING,SW,,63.650000,18.550000,183,20010701,20180619
22660,99999,VILHELMINA (AUTO),SW,,64.583000,16.850000,349,20020608,20020608
22670,99999,ORNSKOLDSVIK,SW,ESNO,63.408000,18.990000,107.9,19790802,20180619
22690,99999,SKAGSUDDE,SW,,63.183000,19.017000,11,19960801,20180619
22700,99999,NORSJO,SW,,64.917000,19.467000,301,20010614,20030914
22710,99999,NORSJO,SW,,64.933000,19.383000,310,20010701,20180619
22740,99999,VINDELN,SW,,64.217000,19.717000,206,19960501,20000509
22760,99999,NORDMALING,SW,,63.567000,19.500000,5,19770701,19870423
22761,99999,NORDMALING,SW,,63.567000,19.500000,5,19550101,19561231
22780,99999,KRANGEDE (AUTO),SW,,63.150000,16.167000,184,19770701,20041015
22790,99999,SKILLINGMARK,SW,,59.867000,11.967000,130,19730101,19770630
22800,99999,BLOMSKOG,SW,,59.283000,12.050000,110,19730101,19770630
22810,99999,AMAL,SW,,59.050000,12.700000,60,19730101,19770630
22820,99999,PETISTRASK,SW,,64.567000,19.700000,258,20010701,20180619
22830,99999,UMEA-SOL,SW,,63.817000,20.233000,22,19840712,19840712
22840,99999,JARNASKLUBB,SW,,63.433000,19.683000,7,19730101,20180619
22860,99999,UMEA,SW,ESNU,63.792000,20.283000,7.3,19770701,20180619
22861,99999,SODERHAMN,SW,ESCL,61.267000,17.100000,36,19550101,20120103
22870,99999,HOLMON,SW,,63.800000,20.867000,8,20050724,20180619
22880,99999,HOLMOGADD,SW,,63.600000,20.750000,6,19350101,20080111
22890,99999,SYDOSTBROTTEN (LH),SW,,63.333000,20.183000,25,19730101,20010920
22900,99999,FURUOGRUND        &,SW,,64.917000,21.233000,10,19750210,20030114
22920,99999,HOKMARKSBERGET,SW,,64.433000,21.283000,105,20010701,20160421
22930,99999,SKELLEFTEA,SW,ESNS,64.625000,21.077000,47.9,19790802,20180619
22960,99999,BJUROKLUBB (LGT-H),SW,,64.483000,21.583000,36,19350101,20031222
